#  Symb ;    Unic ;  #Freq ;                                   Description	  ; Symb ; arabic_algerian_pseudo_maghribi	; Symb ; arabic_amriki_typeface	; Symb ; arabic_bulaq_ii_typeface	; Symb ; arabic_bulaq_i_typeface	; Symb ; arabic_decotype_typeface	; Symb ; arabic_lotus_linotype	; Symb ; arabic_simplified_typeface	; Symb ; arabic_traditional_typeface	; Symb ; backwards_ya_typeface	; Symb ; eurarabic_i	; Symb ; ottoman_naskh_ii_typeface	; Symb ; ottoman_naskh_i_typeface	; Symb ; ottoman_turkish_naskh_i	; Symb ; ottoman_turkish_naskh_ii	; Symb ; persian_amriki	; Symb ; persian_incunabula	; Symb ; persian_intertype	; Symb ; persian_lotus_linotype_typeface	; Symb ; persian_monotype	; Symb ; persian_watts_typeface	; Symb ; russian_persian_typeface	; Symb ; urdu_naskh_typeface	; Symb ; urdu_nastaliq_typeface
    C   ;       C ;      1 ;                        LATIN CAPITAL LETTER C	  ;  C   ;      0	                         ;  C   ;      0	                ;  C   ;      0	                  ;  C   ;      0	                 ;  C   ;      0	                  ;  C   ;      0	               ;  C   ;      0	                    ;  C   ;      0	                     ;  C   ;      1	               ;  C   ;      0	     ;  C   ;      0	                   ;  C   ;      0	                  ;  C   ;      0	                 ;  C   ;      0	                  ;  C   ;      0	        ;  C   ;      0	            ;  C   ;      0	           ;  C   ;      0	                         ;  C   ;      0	          ;  C   ;      0	                ;  C   ;      0	                  ;  C   ;      0	             ;  C   ;      0
    M   ;       M ;      4 ;                        LATIN CAPITAL LETTER M	  ;  M   ;      0	                         ;  M   ;      0	                ;  M   ;      0	                  ;  M   ;      0	                 ;  M   ;      0	                  ;  M   ;      0	               ;  M   ;      0	                    ;  M   ;      0	                     ;  M   ;      2	               ;  M   ;      0	     ;  M   ;      0	                   ;  M   ;      0	                  ;  M   ;      0	                 ;  M   ;      0	                  ;  M   ;      0	        ;  M   ;      0	            ;  M   ;      0	           ;  M   ;      0	                         ;  M   ;      0	          ;  M   ;      0	                ;  M   ;      0	                  ;  M   ;      0	             ;  M   ;      2
    t   ;       t ;      7 ;                          LATIN SMALL LETTER T	  ;  t   ;      0	                         ;  t   ;      0	                ;  t   ;      0	                  ;  t   ;      0	                 ;  t   ;      0	                  ;  t   ;      0	               ;  t   ;      0	                    ;  t   ;      0	                     ;  t   ;      0	               ;  t   ;      0	     ;  t   ;      0	                   ;  t   ;      0	                  ;  t   ;      0	                 ;  t   ;      0	                  ;  t   ;      0	        ;  t   ;      0	            ;  t   ;      4	           ;  t   ;      0	                         ;  t   ;      0	          ;  t   ;      0	                ;  t   ;      0	                  ;  t   ;      0	             ;  t   ;      3
    i   ;       i ;      7 ;                          LATIN SMALL LETTER I	  ;  i   ;      0	                         ;  i   ;      0	                ;  i   ;      0	                  ;  i   ;      0	                 ;  i   ;      0	                  ;  i   ;      0	               ;  i   ;      0	                    ;  i   ;      0	                     ;  i   ;      1	               ;  i   ;      0	     ;  i   ;      0	                   ;  i   ;      0	                  ;  i   ;      0	                 ;  i   ;      0	                  ;  i   ;      0	        ;  i   ;      0	            ;  i   ;      2	           ;  i   ;      0	                         ;  i   ;      0	          ;  i   ;      0	                ;  i   ;      0	                  ;  i   ;      0	             ;  i   ;      4
    {   ;       { ;     46 ;                            LEFT CURLY BRACKET	  ;  {   ;      0	                         ;  {   ;      3	                ;  {   ;      3	                  ;  {   ;      0	                 ;  {   ;      0	                  ;  {   ;      0	               ;  {   ;      0	                    ;  {   ;      0	                     ;  {   ;      0	               ;  {   ;      0	     ;  {   ;     16	                   ;  {   ;     12	                  ;  {   ;     12	                 ;  {   ;      0	                  ;  {   ;      0	        ;  {   ;      0	            ;  {   ;      0	           ;  {   ;      0	                         ;  {   ;      0	          ;  {   ;      0	                ;  {   ;      0	                  ;  {   ;      0	             ;  {   ;      0
    ‏    ;  \u200f ;      4 ;                            RIGHT-TO-LEFT MARK	  ;  ‏    ;      0	                         ;  ‏    ;      0	                ;  ‏    ;      2	                  ;  ‏    ;      0	                 ;  ‏    ;      0	                  ;  ‏    ;      0	               ;  ‏    ;      0	                    ;  ‏    ;      1	                     ;  ‏    ;      0	               ;  ‏    ;      0	     ;  ‏    ;      1	                   ;  ‏    ;      0	                  ;  ‏    ;      0	                 ;  ‏    ;      0	                  ;  ‏    ;      0	        ;  ‏    ;      0	            ;  ‏    ;      0	           ;  ‏    ;      0	                         ;  ‏    ;      0	          ;  ‏    ;      0	                ;  ‏    ;      0	                  ;  ‏    ;      0	             ;  ‏    ;      0
    W   ;       W ;      2 ;                        LATIN CAPITAL LETTER W	  ;  W   ;      0	                         ;  W   ;      0	                ;  W   ;      0	                  ;  W   ;      0	                 ;  W   ;      0	                  ;  W   ;      0	               ;  W   ;      0	                    ;  W   ;      0	                     ;  W   ;      0	               ;  W   ;      0	     ;  W   ;      0	                   ;  W   ;      0	                  ;  W   ;      0	                 ;  W   ;      0	                  ;  W   ;      0	        ;  W   ;      0	            ;  W   ;      2	           ;  W   ;      0	                         ;  W   ;      0	          ;  W   ;      0	                ;  W   ;      0	                  ;  W   ;      0	             ;  W   ;      0
    H   ;       H ;      1 ;                        LATIN CAPITAL LETTER H	  ;  H   ;      0	                         ;  H   ;      0	                ;  H   ;      0	                  ;  H   ;      0	                 ;  H   ;      0	                  ;  H   ;      0	               ;  H   ;      0	                    ;  H   ;      0	                     ;  H   ;      0	               ;  H   ;      0	     ;  H   ;      0	                   ;  H   ;      0	                  ;  H   ;      0	                 ;  H   ;      0	                  ;  H   ;      0	        ;  H   ;      0	            ;  H   ;      1	           ;  H   ;      0	                         ;  H   ;      0	          ;  H   ;      0	                ;  H   ;      0	                  ;  H   ;      0	             ;  H   ;      0
    u   ;       u ;      2 ;                          LATIN SMALL LETTER U	  ;  u   ;      0	                         ;  u   ;      0	                ;  u   ;      0	                  ;  u   ;      0	                 ;  u   ;      0	                  ;  u   ;      0	               ;  u   ;      0	                    ;  u   ;      0	                     ;  u   ;      1	               ;  u   ;      0	     ;  u   ;      0	                   ;  u   ;      0	                  ;  u   ;      0	                 ;  u   ;      0	                  ;  u   ;      0	        ;  u   ;      0	            ;  u   ;      1	           ;  u   ;      0	                         ;  u   ;      0	          ;  u   ;      0	                ;  u   ;      0	                  ;  u   ;      0	             ;  u   ;      0
    p   ;       p ;      2 ;                          LATIN SMALL LETTER P	  ;  p   ;      0	                         ;  p   ;      0	                ;  p   ;      0	                  ;  p   ;      0	                 ;  p   ;      0	                  ;  p   ;      0	               ;  p   ;      0	                    ;  p   ;      0	                     ;  p   ;      0	               ;  p   ;      0	     ;  p   ;      0	                   ;  p   ;      0	                  ;  p   ;      0	                 ;  p   ;      0	                  ;  p   ;      0	        ;  p   ;      0	            ;  p   ;      2	           ;  p   ;      0	                         ;  p   ;      0	          ;  p   ;      0	                ;  p   ;      0	                  ;  p   ;      0	             ;  p   ;      0
    z   ;       z ;      1 ;                          LATIN SMALL LETTER Z	  ;  z   ;      0	                         ;  z   ;      0	                ;  z   ;      0	                  ;  z   ;      0	                 ;  z   ;      0	                  ;  z   ;      0	               ;  z   ;      0	                    ;  z   ;      0	                     ;  z   ;      0	               ;  z   ;      0	     ;  z   ;      0	                   ;  z   ;      0	                  ;  z   ;      0	                 ;  z   ;      0	                  ;  z   ;      0	        ;  z   ;      0	            ;  z   ;      1	           ;  z   ;      0	                         ;  z   ;      0	          ;  z   ;      0	                ;  z   ;      0	                  ;  z   ;      0	             ;  z   ;      0
    o   ;       o ;      2 ;                          LATIN SMALL LETTER O	  ;  o   ;      0	                         ;  o   ;      0	                ;  o   ;      0	                  ;  o   ;      0	                 ;  o   ;      0	                  ;  o   ;      0	               ;  o   ;      0	                    ;  o   ;      0	                     ;  o   ;      0	               ;  o   ;      0	     ;  o   ;      0	                   ;  o   ;      0	                  ;  o   ;      0	                 ;  o   ;      0	                  ;  o   ;      0	        ;  o   ;      0	            ;  o   ;      2	           ;  o   ;      0	                         ;  o   ;      0	          ;  o   ;      0	                ;  o   ;      0	                  ;  o   ;      0	             ;  o   ;      0
    d   ;       d ;     21 ;                          LATIN SMALL LETTER D	  ;  d   ;      0	                         ;  d   ;      0	                ;  d   ;      0	                  ;  d   ;      0	                 ;  d   ;      0	                  ;  d   ;      0	               ;  d   ;      0	                    ;  d   ;      0	                     ;  d   ;      1	               ;  d   ;      0	     ;  d   ;      0	                   ;  d   ;      0	                  ;  d   ;      0	                 ;  d   ;      0	                  ;  d   ;      0	        ;  d   ;      0	            ;  d   ;     19	           ;  d   ;      1	                         ;  d   ;      0	          ;  d   ;      0	                ;  d   ;      0	                  ;  d   ;      0	             ;  d   ;      0
    ﮋ   ;  \ufb8b ;     18 ;                  ARABIC LETTER JEH FINAL FORM	  ;  ﮋ   ;      0	                         ;  ﮋ   ;      0	                ;  ﮋ   ;      0	                  ;  ﮋ   ;      0	                 ;  ﮋ   ;      0	                  ;  ﮋ   ;      0	               ;  ﮋ   ;      0	                    ;  ﮋ   ;      0	                     ;  ﮋ   ;      0	               ;  ﮋ   ;      0	     ;  ﮋ   ;      0	                   ;  ﮋ   ;      0	                  ;  ﮋ   ;      1	                 ;  ﮋ   ;      0	                  ;  ﮋ   ;      0	        ;  ﮋ   ;      0	            ;  ﮋ   ;      2	           ;  ﮋ   ;      2	                         ;  ﮋ   ;      2	          ;  ﮋ   ;      1	                ;  ﮋ   ;      6	                  ;  ﮋ   ;      2	             ;  ﮋ   ;      2
    +   ;       + ;      1 ;                                     PLUS SIGN	  ;  +   ;      0	                         ;  +   ;      0	                ;  +   ;      0	                  ;  +   ;      0	                 ;  +   ;      0	                  ;  +   ;      0	               ;  +   ;      0	                    ;  +   ;      0	                     ;  +   ;      0	               ;  +   ;      0	     ;  +   ;      0	                   ;  +   ;      0	                  ;  +   ;      0	                 ;  +   ;      0	                  ;  +   ;      0	        ;  +   ;      0	            ;  +   ;      0	           ;  +   ;      0	                         ;  +   ;      1	          ;  +   ;      0	                ;  +   ;      0	                  ;  +   ;      0	             ;  +   ;      0
    ﭐ   ;  \ufb50 ;      4 ;        ARABIC LETTER ALEF WASLA ISOLATED FORM	  ;  ﭐ   ;      0	                         ;  ﭐ   ;      0	                ;  ﭐ   ;      0	                  ;  ﭐ   ;      0	                 ;  ﭐ   ;      3	                  ;  ﭐ   ;      0	               ;  ﭐ   ;      0	                    ;  ﭐ   ;      0	                     ;  ﭐ   ;      0	               ;  ﭐ   ;      0	     ;  ﭐ   ;      0	                   ;  ﭐ   ;      0	                  ;  ﭐ   ;      0	                 ;  ﭐ   ;      0	                  ;  ﭐ   ;      0	        ;  ﭐ   ;      0	            ;  ﭐ   ;      0	           ;  ﭐ   ;      0	                         ;  ﭐ   ;      0	          ;  ﭐ   ;      1	                ;  ﭐ   ;      0	                  ;  ﭐ   ;      0	             ;  ﭐ   ;      0
